10 657 2689
26 731 2693
42 882 2726
58 1096 2751
74 1363 2774
90 1767 2946
106 2186 3765
122 2696 4708
138 3236 5424
154 3849 6043
170 4570 6787
186 5341 7564
202 6186 8432
218 7066 9334
234 8050 10343
250 9105 11423
266 10219 12562
282 11390 13758
298 12638 15032
314 13985 16407
330 15368 17832
346 16818 19311
362 18366 20892
378 19941 22504
394 21588 24182
410 23348 25988
426 25152 27825
442 27013 29732
458 28961 31727
474 30966 33782
490 33048 35896
506 35238 38139
522 37452 40405
538 39737 42740
554 42083 45152
570 44512 47634
586 46985 50160
602 49581 52821
618 52200 55499
634 54872 58223
650 57666 61093
666 60514 63991
682 63403 66953
698 66391 70014
714 69444 73124
730 72524 76275
746 75716 79547
762 78970 82870
778 82291 86264
794 85677 89732
810 89144 93260
826 92683 96886
842 96268 100564
858 99937 104320
874 103685 108138
890 107476 112023
906 111359 115987
922 115283 120008
938 119292 124095
954 123383 128282
970 127513 132513
986 131739 136836
1002 136026 141232
1018 140383 145681
1034 144804 150196
1050 149298 154794
1066 153864 159460
1082 158481 164177
1098 163204 169006
1114 167963 173880
1130 172796 178819
1146 177721 183861
1162 182674 188922
1178 187721 194076
1194 192824 199300
1210 198029 204629
1226 203278 209989
1242 208602 215432
1258 213993 220951
1274 219460 226537
1290 224987 232193
1306 230578 237907
1322 236238 243691
1338 241963 249543
1354 247765 255488
1370 253654 261503
1386 259577 267553
1402 265584 273718
1418 271671 279926
1434 277807 286210
1450 284044 292595
1466 290321 299002
1482 296694 305535
1498 303087 312061
1514 309597 318719
1530 316156 325427
1546 322790 332212
1562 329475 346295
1578 336235 376068
1594 343106 383394
1610 350006 390716
1626 356975 398188
1642 364014 405706
1658 371125 413274
1674 378305 420902
1690 385570 428658
1706 392885 436422
1722 400254 444258
1738 407736 452239
1754 415256 474265
1770 422849 496592
1786 430510 504975
1802 438244 513437
1818 446057 522017
1834 453945 530664
1850 461866 539285
1866 469853 548009
1882 477943 556860
1898 486100 565767
1914 494340 574762
1930 502600 583766
1946 510960 592865
1962 519367 602026
1978 527880 611269
1994 536447 620619
2010 545071 630005
2026 553740 639424
2042 562522 648965
